price,title_length,word_count,category,views,add_to_cart,purchases,stock_quantity,competitor_price,month,optimal_price,conversion_rate,stock_percentage,price_ratio
22.45,37,5,clothing,7381,736,29,134,29.057052818381454,7,25.85117304565337,0.003929006909632841,0.67,0.7726179299849074
15.99,52,9,toys,2957,275,74,151,16.787858562658627,3,15.028786670718102,0.025025363544132567,0.755,0.9524740716821792
19.01,42,6,home,7258,598,27,57,15.30651767815799,4,18.986557540281076,0.0037200330669605952,0.285,1.2419545973625854
24.06,52,8,other,2635,94,21,179,25.310808725752928,6,22.897857907912005,0.007969639468690701,0.895,0.9505820323915501
31.14,53,7,toys,1033,96,25,48,38.63898424233628,2,32.84841568089152,0.02420135527589545,0.24,0.805921806968214
64.99,65,11,sports,703,11,1,62,59.27352307126277,8,65.4633949891774,0.001422475106685633,0.31,1.096442334326314
29.84,125,19,Other,4475,397,2,25,25.43205159835604,4,25.664478872133426,0.000446927374301676,0.125,1.1733225644260998
6.88,31,4,toys,323,10,1,149,7.392641431288614,6,6.7447458646798,0.0030959752321981426,0.745,0.9306551743306647
39.99,142,23,baby,528,51,3,37,36.03493719130148,10,35.202700579798424,0.005681818181818182,0.185,1.109756339735018
8.0,40,7,toys,127,10,2,113,9.33827321157502,6,8.492215349922658,0.015748031496062992,0.565,0.856689434839388
10.99,76,11,toys,4238,191,29,62,12.897366119168233,8,10.34771866258955,0.00684285040113261,0.31,0.852111965997966
24.99,33,4,toys,3376,291,61,88,31.69307574213272,5,27.44898750653278,0.01806872037914692,0.44,0.7885003085004569
14.95,29,5,Other,3855,345,91,12,14.833010160757699,7,15.249854554788062,0.023605706874189364,0.06,1.0078871272907106
19.01,77,12,toys,4343,139,1,15,21.575294301851695,7,19.730449225047998,0.00023025558369790466,0.075,0.8811003796304402
15.99,29,4,toys,2794,143,20,11,11.468132674734397,12,13.656432451123294,0.0071581961345740875,0.055,1.3942984837651724
18.9,97,17,toys,3138,311,89,153,20.13436862896352,1,19.324321504354927,0.028362014021669855,0.765,0.9386934523892709
11.71,95,17,sports,9305,223,29,150,12.821054445902194,2,11.796947722764234,0.0031166039763567974,0.75,0.9133414142658678
5.88,52,7,other,8218,297,10,19,5.242650194891108,2,5.865613241090962,0.0012168410805548796,0.095,1.1215701565841605
9.98,54,5,toys,380,15,1,28,12.968956288903989,9,10.819883820249277,0.002631578947368421,0.14,0.7695299280589536
7.79,76,11,toys,2668,30,8,89,5.971866754334457,6,7.2650751268709435,0.0029985007496251873,0.445,1.3044497341381436
13.99,59,7,toys,4812,320,6,101,10.777543885257174,7,12.559008623423392,0.0012468827930174563,0.505,1.2980694069951515
10.97,56,10,baby,9861,853,99,196,13.180389077156649,5,11.594180539614129,0.010039549741405538,0.98,0.8322971299088929
19.99,125,16,toys,2896,115,31,114,24.88995197586109,5,23.06178718700186,0.010704419889502763,0.57,0.8031353382837705
28.64,22,3,toys,9973,209,22,144,20.848157711077803,9,26.390306749928403,0.0022059560814198334,0.72,1.3737424858783542
10.39,67,12,toys,9822,175,38,56,9.446428933131276,4,10.390752107519383,0.003868865811443698,0.28,1.0998865363353718
13.96,91,12,toys,9107,126,35,115,13.572946703291626,5,14.416116177637868,0.003843197540353574,0.575,1.0285165266739396
6.29,88,10,home,3984,138,12,183,4.791744870692068,8,5.206159960543528,0.0030120481927710845,0.915,1.312674228227752
12.54,53,8,toys,7931,592,158,35,14.409046951465392,1,13.921430528797003,0.019921825747068467,0.175,0.870286566643791
12.99,164,29,toys,9365,187,9,49,10.27563094839289,1,12.570286394533326,0.0009610250934329952,0.245,1.264155949667659
3.99,41,7,toys,4644,129,36,39,4.197759258277478,8,3.8021682055408186,0.007751937984496124,0.195,0.950507104982783
12.34,46,7,clothing,4233,29,5,174,13.665462502943015,9,13.452125359071939,0.0011811953697141507,0.87,0.9030063927468565
19.81,155,30,toys,4606,325,25,18,14.016634184136711,8,17.728827421413417,0.005427702996092054,0.09,1.4133207544518722
36.87,40,5,toys,346,27,7,122,38.53831914447251,5,36.33874595836785,0.02023121387283237,0.61,0.9567101217305738
14.95,57,8,toys,5166,407,20,20,17.605687486819445,3,15.170584333496736,0.0038714672861014324,0.1,0.8491574107056237
10.99,44,8,toys,5069,240,63,128,11.436987988939476,6,10.890539450935702,0.012428486881041626,0.64,0.960917333359819
8.99,45,7,toys,9686,676,1,34,7.993830360370153,4,9.301655310324657,0.00010324179227751394,0.17,1.1246173104408634
39.98,110,17,toys,3844,182,15,190,46.38699615463552,8,45.01676536197819,0.003902185223725286,0.95,0.8618794773156429
12.0,43,8,toys,3936,72,6,58,12.477187829236428,12,12.050248785255707,0.001524390243902439,0.29,0.961755177868022
33.1,11,2,toys,6233,25,4,112,34.625357661810604,4,35.21420829254278,0.0006417455478902615,0.56,0.9559468041685251
12.0,23,4,Other,5510,79,9,90,14.993360196847807,7,12.817308013636758,0.001633393829401089,0.45,0.8003542796579296
24.64,94,17,toys,2398,50,11,198,31.29854508658155,11,26.703418816786076,0.0045871559633027525,0.99,0.7872570412406732
8.78,32,6,Other,6075,554,116,84,10.056614622622284,3,9.134938212774712,0.019094650205761315,0.42,0.87305721949904
13.49,29,5,toys,1272,121,8,178,13.783094534546388,11,13.144005615227575,0.006289308176100629,0.89,0.9787352155343805
17.93,73,12,toys,1365,86,9,142,15.302021222162564,12,17.04369987611425,0.006593406593406593,0.71,1.1717406308410567
5.47,76,10,toys,1155,52,9,14,6.173492202833305,7,5.593069684098215,0.007792207792207792,0.07,0.8860463122460186
14.58,40,8,toys,1602,24,4,192,11.640210044918145,5,13.939672616542003,0.0024968789013732834,0.96,1.2525547171174374
19.89,31,4,Other,2817,254,43,143,21.21344453596841,11,19.870677626785678,0.01526446574369897,0.715,0.9376129353380378
18.95,42,5,toys,2905,142,16,122,19.536765157208656,4,20.239944312559004,0.005507745266781412,0.61,0.9699661048035809
34.99,153,27,toys,1492,96,14,34,28.380830420651574,8,36.967415405788394,0.00938337801608579,0.17,1.2328744254974022
42.85,29,4,toys,2255,14,2,177,34.07732032991208,6,42.337767461355966,0.0008869179600886918,0.885,1.257434551342569
2.18,32,6,Other,8877,329,15,197,2.365086197688486,5,2.1312531817506413,0.0016897600540723217,0.985,0.921742303570424
99.99,49,7,Other,6580,41,7,152,113.58984505529406,4,103.29465830848616,0.0010638297872340426,0.76,0.8802723513825216
10.99,72,11,toys,9752,342,47,30,12.291593630082009,10,11.558200847635144,0.004819524200164069,0.15,0.8941070076628197
148.98,16,4,toys,7514,560,8,101,145.69822792873492,2,129.3058913696778,0.001064679265371307,0.505,1.0225244474000759
17.71,68,14,toys,4577,233,40,28,21.200589727865555,11,17.308409682563408,0.008739348918505571,0.14,0.8353541211508091
9.99,92,15,toys,5371,148,18,187,11.87695684599184,10,10.641038118768376,0.0033513312232358963,0.935,0.8411245514772887
6.99,23,4,toys,3912,134,27,67,6.321928678501679,4,7.1076614294264235,0.006901840490797546,0.335,1.1056752385977022
14.88,72,12,toys,8719,793,125,76,18.278462286043858,9,15.818662386378172,0.014336506480100928,0.38,0.8140728561921381
13.98,36,6,toys,4785,367,92,107,16.755249071919724,10,13.798925887704167,0.01922675026123302,0.535,0.8343653943902994
27.93,41,6,clothing,8112,152,6,35,19.802017721546903,4,27.643919917062853,0.0007396449704142012,0.175,1.4104623272611712
12.49,36,5,toys,262,18,3,107,15.230538888859442,5,12.441802919630042,0.011450381679389313,0.535,0.8200629072380333
133.99,64,9,home,3089,58,10,61,117.75332648199597,4,134.99549183025925,0.0032372936225315637,0.305,1.1378871748517998
15.9,51,8,toys,6902,25,2,58,17.089048356385163,7,15.2349169489382,0.0002897710808461316,0.29,0.9304204463824993
7.33,44,9,toys,9918,260,59,180,6.092161053089839,8,6.892408985572949,0.005948779995966929,0.9,1.2031855258131021
22.59,44,7,toys,8555,591,35,42,19.26501995125072,8,22.833656434349617,0.004091174751607247,0.21,1.1725915704817849
6.65,45,7,toys,4448,320,31,67,7.308599194542441,7,6.80603547557097,0.006969424460431655,0.335,0.9098870827347821
20.22,45,7,office,8889,352,3,168,19.581872002113702,10,21.72589891021204,0.0003374957813027337,0.84,1.0325876911981355
15.99,49,8,toys,6927,311,38,185,13.816115441522898,9,16.070791183571824,0.005485780280063519,0.925,1.1573441223532135
6.49,25,4,toys,6883,553,116,74,5.027654528830727,7,6.004231730502149,0.01685311637367427,0.37,1.2908603729201276
10.99,37,7,Other,4930,22,3,12,8.653222930421377,12,10.890813704257507,0.0006085192697768763,0.06,1.2700470204417618
23.95,45,7,toys,8466,574,8,128,18.676872332305397,10,21.016529524106964,0.0009449562957713206,0.64,1.2823346208012394
7.99,107,14,toys,3443,303,15,132,9.81742603855075,7,8.881473477022126,0.004356665698518733,0.66,0.8138589451680235
45.2,140,23,sports,3699,192,6,96,52.09132699012746,9,47.778260257070606,0.0016220600162206002,0.48,0.8677068259091666
4.99,40,6,toys,3588,216,10,74,4.986000675858327,7,4.880363929091185,0.002787068004459309,0.37,1.000802110629675
3.24,35,7,toys,5749,341,96,34,2.3137573986367292,11,3.1612584325201185,0.016698556270655765,0.17,1.4003196713315818
18.99,56,10,toys,7333,558,133,181,19.689259507040465,9,19.269288833867716,0.018137188054002454,0.905,0.9644852308036052
8.39,58,9,toys,8713,388,82,97,9.262574903526392,8,9.765055884335556,0.009411224606909217,0.485,0.9057956440174978
19.29,56,7,toys,9164,423,16,93,18.610004214378996,4,19.10252640087214,0.001745962461807071,0.465,1.036539260162854
32.25,58,7,health,9399,57,9,51,25.25694260303631,4,30.759188291261687,0.000957548675390999,0.255,1.2768766396975937
5.22,69,9,home,1360,127,6,83,4.192664013568685,2,5.363817523038715,0.004411764705882353,0.415,1.245031794369059
7.01,51,9,toys,3746,25,5,197,7.343342131105961,7,6.597636106918285,0.0013347570742124934,0.985,0.9546062099307694
5.58,53,9,home,8126,76,14,122,5.136813385627877,7,5.065870166217977,0.0017228648781688408,0.61,1.0862765650806199
98.18,69,13,sports,3200,283,55,138,118.69620771060475,10,104.94548595105255,0.0171875,0.69,0.8271536377924924
189.4,121,19,toys,2128,71,20,34,244.44695027406368,5,197.5625061158988,0.009398496240601503,0.17,0.774810239144537
6.78,39,5,toys,1865,74,9,141,8.1791142184933,12,6.906384698678448,0.00482573726541555,0.705,0.8289406186149293
11.99,51,8,Other,8131,479,102,55,8.688501503240351,10,11.648860583497617,0.012544582462181774,0.275,1.3799847989355085
10.5,48,7,toys,1236,62,13,38,8.78203596882729,2,8.541121629303655,0.010517799352750809,0.19,1.195622522757911
11.35,59,8,toys,8732,804,158,175,7.970490715884247,5,9.672252269684757,0.01809436555199267,0.875,1.424002662393269
6.29,39,8,toys,3127,158,36,184,4.473525305963431,4,6.35697739260722,0.011512631915574032,0.92,1.4060499426738724
57.99,108,15,home,4189,368,53,151,45.602091831864705,6,54.38482000828153,0.01265218429219384,0.755,1.2716521911716159
43.84,57,9,toys,2572,222,61,74,53.43548392771921,8,51.032237755843205,0.023716951788491446,0.37,0.8204286136774064
13.62,25,4,toys,6495,584,127,33,9.611705182193932,6,13.102963501109349,0.019553502694380293,0.165,1.417022239220528
16.99,46,7,clothing,4706,342,66,186,15.136624793532363,10,16.494924230329183,0.014024649383765405,0.93,1.1224430962482173
14.0,97,17,toys,495,33,2,179,10.195007435955048,6,12.381545439641272,0.00404040404040404,0.895,1.3732211661391993
6.99,117,21,toys,8359,559,156,131,8.691776398809845,5,7.1174757206369605,0.01866251944012442,0.655,0.8042084470738494
1734.0,131,22,toys,3508,172,37,145,1791.0250658053444,8,1758.1846005816608,0.010547320410490307,0.725,0.9681606545357294
24.69,79,15,toys,9817,961,184,153,27.14943777441129,12,24.697509140257278,0.01874299684221249,0.765,0.9094110973918826
17.99,76,10,toys,4257,373,20,92,17.602841967775984,4,17.021057721252006,0.004698144233027954,0.46,1.0219940639660774
8.98,58,11,Other,951,42,7,131,8.580161340420556,6,8.29307345713952,0.007360672975814932,0.655,1.0466003660905339
21.77,183,35,toys,7474,455,93,196,17.696148932669104,7,21.578016527141852,0.012443136205512443,0.98,1.2302111653123637
14.99,59,9,Other,3466,253,62,27,17.73045233065847,1,15.438633880228759,0.01788805539526832,0.135,0.8454381039157226
19.77,62,9,toys,3611,132,28,15,17.31302744052484,6,18.081678384384066,0.007754084741068956,0.075,1.1419146690499715
389.31,39,7,home,4852,297,2,60,449.94658798239794,3,387.8605240967184,0.00041220115416323167,0.3,0.8652360311158309
8.65,43,5,toys,2496,93,22,150,9.154350163261482,5,8.555165298778505,0.008814102564102564,0.75,0.9449059568110519
41.41,87,14,toys,6161,568,13,45,37.80012554039153,6,38.67496675887326,0.0021100470702807984,0.225,1.0954990071594106
7.88,76,12,toys,5516,198,54,33,8.775433452731859,8,8.415961386104378,0.009789702683103698,0.165,0.8979613420174586
15.63,54,9,toys,7709,30,7,32,13.662641569147713,11,16.687441422348325,0.0009080295758204696,0.16,1.1439954653640976
17.99,49,8,clothing,8680,649,44,109,14.009395276850409,9,17.18642225882811,0.005069124423963134,0.545,1.2841382261322352
11.74,35,5,toys,1851,96,27,73,10.780064280423359,12,11.063251765683384,0.014586709886547812,0.365,1.0890473094228101
39.55,48,7,clothing,886,43,8,32,35.427780366234494,9,38.61131544676824,0.009029345372460496,0.16,1.116355571564238
58.21,55,8,toys,4183,44,10,171,43.97463840126704,5,49.72587480393453,0.0023906287353573988,0.855,1.3237175362042952
4.9,52,8,toys,1438,138,34,178,4.553963528117445,4,4.213684603121294,0.02364394993045897,0.89,1.0759857802430848
63.99,118,24,Other,3650,208,24,182,52.6001766794512,5,63.119288365245374,0.006575342465753425,0.91,1.2165358377018218
24.99,46,7,toys,8341,220,3,184,29.531519568104816,12,27.59059194865971,0.00035966910442392997,0.92,0.8462144977798625
30.99,67,10,toys,4824,325,1,186,26.115648799790417,7,29.803105741628134,0.00020729684908789387,0.93,1.1866448441536976
9.79,87,14,toys,7842,583,167,29,8.50431778246237,8,9.77584239672451,0.021295587860239735,0.145,1.1511799359366564
21.75,22,4,toys,2703,156,13,43,17.712170265955734,2,19.351310760562313,0.004809470958194599,0.215,1.2279692253074888
39.81,78,12,toys,7077,650,192,130,32.94845363508953,9,38.938662514553336,0.027130139889783807,0.65,1.2082509376890163
41.35,59,8,toys,9456,336,90,194,42.00409375967013,7,41.53821108904244,0.00951776649746193,0.97,0.9844278568795561
23.07,64,9,toys,4693,49,10,57,23.58067899352503,5,22.564179773672734,0.002130833155763904,0.285,0.9783433295680224
12.99,40,6,toys,3712,20,4,166,13.652475672147578,6,12.932056084620202,0.0010775862068965517,0.83,0.9514757844616347
14.59,66,8,toys,5509,348,83,126,16.711231147491915,3,14.627922534030127,0.015066255218732982,0.63,0.8730655372563453
4.99,51,7,other,3308,286,69,91,4.433208066015591,8,4.809251378436731,0.02085852478839178,0.455,1.1255957143660154
67.14,54,8,toys,8122,713,43,115,51.81222317296779,2,56.731444010979686,0.00529426249692194,0.575,1.2958332202010052
7.9,44,6,toys,2311,58,9,140,6.893517605069264,8,7.130144881973221,0.0038944180008654264,0.7,1.1460041814052382
8.66,44,6,toys,3282,66,4,184,6.746951850526967,12,8.252538343306123,0.001218769043266301,0.92,1.283542582169697
5.8,36,5,toys,9648,492,41,119,7.495964619113729,5,6.15274973197714,0.004249585406301824,0.595,0.77374964993975
4.49,36,6,toys,3159,87,2,75,4.685451814241525,3,4.280260591049207,0.0006331117442228553,0.375,0.9582853859157306
19.66,63,10,toys,4175,92,23,194,17.53307753406475,9,20.714961703704372,0.005508982035928144,0.97,1.121309134794099
25.91,41,6,toys,2486,186,33,187,31.3654292415168,9,28.099711942366532,0.01327433628318584,0.935,0.8260687204530353
15.66,53,9,toys,1715,116,28,106,19.99913350372882,12,16.468278163665488,0.0163265306122449,0.53,0.7830339247988023
21.41,12,1,toys,1930,164,7,144,27.132871934131852,4,23.250330078891423,0.003626943005181347,0.72,0.7890797572765323
7.5,31,4,home,7583,512,34,16,6.482176110697124,7,7.4541222117978485,0.004483713569827246,0.08,1.1570188578528784
8.99,58,9,Other,4149,402,48,49,7.673244158767958,6,8.989026256895169,0.011569052783803326,0.245,1.1716035374330465
7.97,46,6,toys,8740,274,74,119,8.607327384526682,8,7.80050736825349,0.008466819221967964,0.595,0.9259552523037058
19.99,82,11,toys,9801,30,7,171,25.253332425590177,4,22.004459389388273,0.0007142128354249566,0.855,0.7915786979362518
59.62,59,10,Other,9639,810,109,42,60.89551143386824,10,58.31920556657081,0.011308226994501505,0.21,0.9790540976857804
83.66,55,9,toys,9740,816,14,67,101.79905259519771,9,82.15529397328825,0.001437371663244353,0.335,0.8218151138662619
7.99,39,6,toys,8184,744,86,37,9.625252329414858,7,8.730108632600746,0.010508308895405669,0.185,0.830108107979932
16.68,34,6,toys,9967,437,54,86,19.587159145114548,1,17.113556218607318,0.005417879000702318,0.43,0.851578315998946
5.99,46,8,toys,738,65,14,113,6.5026027716300705,2,6.162827985658748,0.018970189701897018,0.565,0.9211696009071193
9.8,47,9,toys,4429,372,51,35,8.281013426506346,10,9.789518841889775,0.011515014675999097,0.175,1.1834300338931458
4.85,188,37,toys,3012,36,9,66,5.964651445917485,10,5.050714668476197,0.00298804780876494,0.33,0.8131237917212396
24.96,54,7,toys,464,12,1,122,29.117475428904395,6,25.572020758346135,0.0021551724137931034,0.61,0.8572171739594793
5.99,44,7,toys,4327,341,68,194,6.9173432988823835,1,6.226896103176384,0.01571527617286804,0.97,0.8659393847010294
14.0,49,8,Other,6016,102,8,17,16.916015360530412,3,14.742730814074715,0.0013297872340425532,0.085,0.8276180709001805
7.99,60,11,toys,3761,74,13,116,9.236884100649366,4,7.885963725828376,0.0034565275192767883,0.58,0.8650103122370337
7.47,38,7,toys,6231,118,32,167,7.631263370588154,12,7.5122736802568,0.005135612261274273,0.835,0.9788680638110744
5.99,200,37,Other,383,35,5,66,6.379904024984729,6,6.002148873759002,0.013054830287206266,0.33,0.9388855971096427
18.99,42,8,toys,3389,212,53,108,17.546874314695405,1,17.464693410193316,0.015638831513720863,0.54,1.0822440315820798
29.26,82,13,toys,9451,213,35,129,27.87916179893382,7,29.040716604967116,0.0037033118188551477,0.645,1.0495294016019876
12.3,122,16,toys,8904,816,123,150,12.104920044232887,8,11.916278756455025,0.013814016172506738,0.75,1.016115757481608
11.95,39,8,toys,781,68,7,130,11.51004639230386,8,11.314630653655923,0.008962868117797696,0.65,1.0382234434771969
50.88,63,10,toys,3995,154,37,72,48.96233926526339,7,53.35105430004576,0.009261576971214018,0.36,1.039166035845373
18.74,45,6,toys,8551,127,9,188,22.159694717525113,6,18.66365759610588,0.0010525084785405216,0.94,0.845679520358165
13.95,59,10,toys,3896,238,14,183,16.036263842571664,11,15.201575486140491,0.003593429158110883,0.915,0.8699033725652957
11.16,65,11,office,4291,88,16,84,13.45406322018965,12,11.222698875695535,0.0037287345607084597,0.42,0.8294891897975405
8.6,39,6,other,9621,697,33,196,8.274418686836524,8,8.333238630130023,0.0034299968818210166,0.98,1.039347937962268
5.92,47,9,toys,9949,596,107,89,4.248086304976566,12,5.60139280695799,0.010754849733641571,0.445,1.3935686742203928
4.9,59,9,toys,6253,90,17,173,4.40906682475589,2,4.436316365461302,0.002718695026387334,0.865,1.1113462768329194
59.99,99,16,toys,4156,300,88,127,49.15863893303537,10,59.883212327546254,0.021174205967276226,0.635,1.2203348445370767
18.95,66,10,toys,5421,30,7,197,13.28012578653672,9,17.19944335325579,0.0012912746725696365,0.985,1.4269443154831674
12.74,51,6,Other,8767,811,163,39,14.449536320280513,9,11.963628279129964,0.01859244895631345,0.195,0.8816891917921885
24.96,33,5,toys,114,10,2,91,19.072999649900733,1,22.61277126033773,0.017543859649122806,0.455,1.3086562396140928
31.5,33,6,toys,7655,134,28,158,38.61440783209219,1,29.881180197650778,0.003657740039190072,0.79,0.8157576865343135
4.2,69,9,home,6155,26,1,168,4.999376401692067,10,4.854806885115186,0.00016246953696181965,0.84,0.8401047775835575
29.0,59,10,toys,8843,566,46,11,37.661450563906754,1,31.538622720707117,0.0052018545742395115,0.055,0.7700181370016708
99.5,75,13,toys,2122,22,4,131,73.67207329637775,10,87.39552205078988,0.001885014137606032,0.655,1.3505796097215597
19.99,93,14,toys,6134,462,98,130,18.31183667989558,1,19.365890404111717,0.015976524290837953,0.65,1.0916436373609022
43.9,76,11,toys,8495,644,68,74,36.98591203017956,12,40.661193446922816,0.008004708652148322,0.37,1.186938420341743
7.99,83,16,toys,5932,419,36,16,5.938879872896625,8,7.695168291501053,0.006068779501011463,0.08,1.3453715466554745
25.53,33,8,toys,6375,470,48,119,24.192185423210926,9,24.01907088599527,0.0075294117647058826,0.595,1.055299451181683
34.97,48,5,Other,5748,269,61,58,39.791871439534454,6,36.72228431769989,0.010612386917188587,0.29,0.878822702599914
8.45,26,5,toys,2101,98,10,35,7.985871668857034,6,8.890748152212572,0.00475963826749167,0.175,1.0581186813899042
5.49,42,6,toys,9243,588,160,165,4.282561283779628,11,5.310153515619223,0.0173103970572325,0.825,1.281943126136594
23.98,78,11,toys,7703,606,25,119,28.230007818161514,4,25.62953018312332,0.0032454887706088536,0.595,0.8494507034664259
21.0,80,11,clothing,519,25,1,128,24.06674610654551,8,22.269822376647607,0.0019267822736030828,0.64,0.8725732970727008
17.99,68,10,toys,4502,92,11,175,23.11728796588605,12,19.710543622790134,0.0024433585073300756,0.875,0.7782054723091939
7.04,72,12,toys,6773,234,59,194,9.056091531597406,3,7.862112720209627,0.008711058615089326,0.97,0.77737730183456
24.69,48,6,other,6462,306,19,52,17.595690086191563,10,23.508558225315216,0.002940266171463943,0.26,1.4031845229745088
14.41,56,8,clothing,2604,188,50,84,14.933377169148395,1,13.568773337323947,0.019201228878648235,0.42,0.9649525245883653
11.99,80,11,toys,3450,276,56,78,12.483585176239774,12,11.989538996578556,0.016231884057971015,0.39,0.9604612641904168
19.2,64,10,sports,9558,604,35,28,21.325868474716238,7,21.871898440550186,0.00366185394433982,0.14,0.9003150339580942
11.17,50,11,toys,5981,445,65,69,13.610887619782961,12,11.24101158775336,0.010867747868249457,0.345,0.8206665363811237
14.99,54,9,toys,1884,13,2,186,11.4988943049029,11,15.909237473564886,0.0010615711252653928,0.93,1.3036035989659078
8.96,42,7,toys,8975,45,1,193,10.285744764173971,6,9.344397623735414,0.00011142061281337047,0.965,0.8711085298566187
7.49,150,25,Other,9401,169,23,29,5.954561387659247,4,7.3655916118991875,0.002446548239548984,0.145,1.2578592296525704
8.78,50,9,Other,5119,28,6,17,10.623126173198356,5,9.81452164053838,0.001172103926548154,0.085,0.8264987026278124
33.95,33,6,toys,2390,162,25,149,27.110259849616664,8,30.944192359453336,0.010460251046025104,0.745,1.252293419108635
5.58,39,6,toys,187,12,2,149,4.9743458305400186,3,5.541112417329443,0.0106951871657754,0.745,1.1217555413500937
6.99,56,9,home,1351,83,15,130,8.888584764476942,3,7.227073980202675,0.011102886750555145,0.65,0.7864019059519352
5.99,71,13,toys,7887,220,9,126,6.007344251027168,9,5.43316905782593,0.0011411182959300114,0.63,0.9971128255178314
39.89,45,5,toys,7268,561,131,144,48.784994220917795,2,39.619141832262514,0.01802421574023115,0.72,0.8176694624449942
349.0,84,12,toys,7906,418,23,71,266.5876338916675,9,305.54174724372245,0.0029091828990640022,0.355,1.3091379930316729
9.99,42,5,toys,9046,281,71,17,10.698877669389644,7,9.491778996801063,0.007848772938315278,0.085,0.9337428007595787
24.99,24,3,toys,4926,285,64,30,18.925270660604046,1,21.493436799875937,0.012992285830288266,0.15,1.3204566765864358
29.99,82,12,toys,587,22,5,199,28.780540972118512,9,28.71646049139265,0.008517887563884156,0.995,1.0420234987609567
13.76,56,7,toys,362,19,2,98,12.75459882016402,11,13.173529228118893,0.0055248618784530384,0.49,1.0788265624040263
38.13,75,10,sports,947,77,21,97,35.985797083258696,3,39.66141102036951,0.022175290390707498,0.485,1.0595846998131058
17.67,34,6,toys,9171,463,107,110,20.792647193430316,8,19.330346343385965,0.011667211863482718,0.55,0.849819642281193
59.95,54,10,toys,552,30,8,188,54.30163579832807,10,64.31392572738137,0.014492753623188406,0.94,1.1040183066058913
12.0,75,10,toys,7164,554,126,167,9.685433841655147,7,11.237861373036061,0.017587939698492462,0.835,1.2389739268457298
17.99,44,7,toys,2064,109,15,142,13.439778901964985,8,18.425700669609096,0.007267441860465116,0.71,1.3385636870387607
12.99,71,14,toys,3907,264,61,10,12.168877030160914,3,13.569448975208235,0.015613002303557716,0.05,1.0674773003132425
6.35,54,9,toys,1647,49,12,93,4.847839582858254,11,6.08665269520408,0.007285974499089253,0.465,1.3098618243172317
11.27,48,8,toys,1260,16,2,135,14.190272240566568,5,11.355621265415817,0.0015873015873015873,0.675,0.7942060454472315
23.99,33,6,toys,822,46,10,113,30.85957135187955,2,26.599310539455992,0.012165450121654502,0.565,0.7773925219651131
4.97,35,5,home,5953,45,3,96,5.417801390890404,9,5.221418764424661,0.0005039475894506972,0.48,0.917346288912815
4.37,61,11,Other,4802,478,92,146,3.654012991654505,3,4.371377349396555,0.019158683881715953,0.73,1.195945392088303
15.99,33,5,toys,2872,19,2,162,12.018294109671947,2,16.048511234745867,0.0006963788300835655,0.81,1.3304716837584918
7.48,16,2,toys,9599,280,55,187,5.608164206782991,1,6.224067242102683,0.005729763517033025,0.935,1.3337697906479007
14.82,39,7,Other,7580,574,101,95,16.19830703907346,4,14.655384254097944,0.013324538258575198,0.475,0.9149104263952575
14.43,43,5,office,5491,502,29,177,12.827348116193162,11,14.784223233500114,0.005281369513749772,0.885,1.1249402346681197
18.95,75,9,clothing,1192,25,4,159,23.792615423009188,5,19.022253674246993,0.003355704697986577,0.795,0.7964656118332402
49.0,47,8,toys,4589,48,9,62,61.45882776795319,4,50.68032001074904,0.0019612115929396384,0.31,0.7972817214315685
17.5,45,7,clothing,9680,309,57,126,22.00179928418905,10,19.176223522549005,0.005888429752066116,0.63,0.7953894940117858
112.48,70,11,toys,1296,36,2,131,140.38064659301037,7,124.05994516714831,0.0015432098765432098,0.655,0.8012500492756702
34.85,39,6,toys,2095,71,15,157,26.143129422176465,7,30.275799760165906,0.007159904534606206,0.785,1.3330462255386208
35.99,45,7,home,4805,415,86,167,36.360351048590246,5,34.750231038376555,0.01789802289281998,0.835,0.9898144259362258
4.99,72,13,Other,1874,88,7,179,4.492358200535451,12,4.85711775501526,0.003735325506937033,0.895,1.1107751824877266
7.12,50,9,toys,2890,167,48,117,6.656358725256594,11,7.040308408769135,0.01660899653979239,0.585,1.0696538894432155
7.99,26,3,Other,3325,328,90,44,6.739105030666778,8,7.807074573358001,0.02706766917293233,0.22,1.185617372580029
8.95,46,8,toys,3753,91,13,66,8.686271609067974,1,9.172702938379013,0.0034638955502264853,0.33,1.0303615178987389
28.85,46,6,clothing,9179,607,16,65,30.699606529153247,10,29.783702949877075,0.001743109271162436,0.325,0.9397514581368721
26.99,68,9,toys,1667,91,11,51,33.38757570933494,4,26.857189712854154,0.0065986802639472104,0.255,0.8083845390563585
24.99,131,25,toys,1306,67,8,95,18.257559961181514,5,24.013308020187633,0.006125574272588055,0.475,1.3687480722031162
18.69,76,14,toys,1487,145,2,61,14.140732837196534,4,17.908397225721497,0.0013449899125756557,0.305,1.321713677443706
15.95,57,11,toys,2083,32,1,120,19.584146934531763,9,16.86622104991071,0.00048007681228996637,0.6,0.8144342489524601
43.91,32,5,toys,8570,593,142,25,46.03517905389904,12,46.3930631231942,0.016569428238039672,0.125,0.953835760008431
10.75,37,6,Other,6671,232,67,143,13.52707620519087,11,10.897057995466456,0.01004347174336681,0.715,0.7947024055260962
39.99,53,9,home,5366,251,25,90,50.3252096023684,3,42.963219316703174,0.004658963846440552,0.45,0.7946315637027768
21.5,15,1,toys,9205,774,164,107,18.691779954870544,3,21.03403826561341,0.0178164041281912,0.535,1.1502382358400123
